word,label
mountain,1
chains,1
stripes,1
diagonally,1
traditional,0
aborigines,0
virgin,0
mary,0
ligands,0
sobre,0
fuego,0
carondelet,0
palace,0
half,0
way,0
town,0
quagmire,0
muskeg,0
lanthanides,0
actinides,0
semimetals,0
religious,0
usual,0
tristan,0
manco,0
wolf,0
pack,0
school,0
radio,0
sir,0
andrew,0
fielding,0
huxley,0
sports,0
coolest,0
notable,0
film,0
consists,0
twentieth,0
sag,0
awards,0
chemical,0
engaged,0
opening,0
primetime,0
television,0
simple,0
music,0
times,0
populated,0
complaints,1
operations,1
economist,1
fresh,1
dose,1
numbertwo,1
bbva,1
veils,1
slapped,1
lifted,1
risky,1
sparking,1
internationally,1
shiite,1
imam,1
unidentified,1
shoot,1
bbs,1
banco,1
classed,1
floor,1
yitzhak,1
levanon,1
sixpoint,1
gangs,1
extremists,1
enabling,1
losses,1
bluechip,1
moderated,1
awakened,0
ducked,0
inside,0
unprecedented,0
instilled,0
dispute,0
censorship,0
conceal,0
islam,0
northern,0
undermines,0
vivid,0
filibusterfree,1
repeal,1
infecting,1
nestmates,1
observation,1
nest,1
controllers,1
gay,1
newspaper,1
vlt,1
dense,1
fog,1
swedish,1
ikea,1
furniture,1
retailer,1
seriously,1
impoverished,1
push,1
principles,1
road,1
jihad,1
about,1
rude,1
mattias,0
johansson,0
common,0
couched,0
pij,0
west,0
hardik,0
patel,0
caste,0
datum,1
apis,1
mellifera,1
featheranchoring,1
pygostyle,1
auspicious,1
outstanding,1
modernstyle,1
rectrices,1
referred,1
zero,1
application,1
good,1
faith,1
azuki,1
beans,1
functioning,1
freemarket,1
literally,1
nonduality,1
paramarthika,1
satyam,1
altitude,0
regions,0
hungary,0
poland,0
hawk,0
moth,0
emergency,1
critically,1
ill,1
fierce,1
outgoing,1
ambassador,1
amateur,1
headtotoe,1
very,1
converting,1
gruesome,1
questioned,1
mousab,1
alhamadee,1
androidrunning,1
oems,1
regulators,1
established,1
relation,1
hunted,1
central,1
surround,1
similar,1
merely,1
firing,1
fatal,1
even,0
bigger,0
lenders,0
herself,0
continued,0
investigating,0
nationalized,0
bankia,0
slated,0
retire,0
alliance,1
guarding,1
drug,1
regrettable,1
operational,1
mistake,1
check,1
served,1
switch,1
peeled,1
escape,1
south,1
korean,1
kim,1
jongun,1
surprise,1
harrison,1
schmitt,1
riots,1
matter,1
seconds,1
largescale,1
evacuating,1
wounded,1
proportional,1
washed,1
ashore,1
franck,0
listed,0
transported,0
cortege,0
camila,0
nunes,0
brazilian,0
reals,0
avoid,0
harming,0
wing,0
known,0
flaperon,0
potassium,1
iodide,1
statistically,1
latecretaceous,1
period,1
remix,1
version,1
aqueous,1
vertical,1
distance,1
agathis,1
formerly,1
belonged,1
basis,1
populous,1
album,1
specifically,1
mentions,1
epsilon,1
indi,1
jurassic,1
bid,1
sauropod,1
literary,1
musical,1
events,1
written,1
composition,1
liberation,1
badenwürttemberg,1
hesse,1
rhenish,1
palatinate,1
western,1
heritage,1
gambling,0
sockpuppet,0
accessed,0
your,0
mull,1
portfolio,1
partnerships,1
fleshing,1
resilient,1
insurgency,1
confirmed,1
anticompetitive,1
threats,1
stronghold,1
significance,1
fed,1
rainyday,1
funds,1
odd,1
fit,1
diplomatically,1
austerity,1
amid,1
secrecy,1
postmortem,1
attacks,1
burnt,1
significantly,1
degrade,1
enormous,1
sacrifices,1
mortgage,1
payments,1
unalloyed,1
achievement,1
patented,1
technology,1
unfair,1
advantage,1
plummeting,1
child,1
getaway,1
draw,1
criticism,1
struggle,1
sanctuary,1
terrorists,1
misdemeanor,1
playing,1
healthiest,1
privately,1
unauthorized,1
family,1
residences,1
lone,1
male,1
flow,1
businesslike,1
affair,1
committed,1
invading,1
foul,1
weather,1
ratings,1
gunman,1
raise,1
sects,1
socalled,1
get,1
why,1
gatherings,1
skies,1
notified,1
evacuation,1
edge,1
pursuing,1
deficitcutting,1
sits,1
terror,1
generated,1
plethora,1
deepen,1
painted,1
grim,1
provisioning,1
needs,1
wind,1
unwinnable,1
review,1
closedcircuit,1
cameras,1
prostate,1
cancer,1
backers,1
allied,1
reign,1
confrontation,1
muslims,1
shelled,1
automatic,1
rifles,1
special,1
towards,1
seized,1
enter,1
plea,1
deadliest,1
suffered,1
vast,1
gas,1
deposits,1
dragged,1
spratlys,1
row,1
aircraft,1
strikes,1
syrialinked,1
trading,1
loss,1
effectively,1
afp,1
forcing,1
papers,1
highlighting,1
contest,1
antiisraeli,1
sentiment,1
army,1
concerned,1
acting,1
suspiciously,1
midnight,1
element,1
insert,1
hold,1
ezzor,1
defectors,1
received,1
word,1
kennedy,1
center,1
money,1
innovations,1
highly,1
integrated,1
fled,1
sliding,1
readied,1
keenly,1
aware,1
despite,1
impasse,1
partly,1
delayed,1
plug,1
moving,1
target,1
clean,1
makers,1
shifting,1
attention,1
intruding,1
air,1
field,1
purchasing,1
roadblocks,1
avert,1
fullscale,1
tragic,1
tightknit,1
village,1
leadership,1
huge,1
extremely,1
short,1
notice,1
unsubtle,1
backlash,1
resumption,1
libyan,1
repossessed,1
attendance,1
nature,1
vulnerable,1
movement,1
boat,1
restoring,1
shrinking,1
meant,1
signal,1
bagram,1
fight,1
dominance,1
outside,1
shield,1
restore,1
committees,1
comply,1
partnationalise,1
past,1
republicans,1
moammar,0
gadhafi,0
which,0
longterm,0
raises,0
osama,0
bin,0
laden,0
ensuing,0
question,0
fiveyear,0
loan,0
last,0
tossed,0
divisions,0
clearing,0
separated,0
thomas,0
call,0
clear,0
touch,0
ambitious,0
harassing,0
confrontations,0
cremated,0
professor,0
tools,0
disclose,0
details,0
doubts,0
sign,0
agreements,0
continental,0
shelf,0
resolved,0
rich,0
suburb,0
qaboun,0
jurisdictions,0
worldwide,0
versions,0
civilians,0
staterun,0
lauren,0
save,0
kimoon,0
contents,0
illegitimate,0
powers,0
collapse,0
solvent,0
succeed,0
entirety,0
militarized,0
cost,0
lives,0
lieutenant,0
goodyear,0
optimism,0
dumping,0
hundreds,0
documents,0
supplies,0
abandon,0
fanned,0
fears,0
joint,1
venture,1
peripheral,1
vision,1
boomeranglike,1
debrisdeflector,1
proceedings,1
forestry,1
policies,1
ministerial,1
resignations,1
sewed,1
lips,1
parasitism,1
virtual,1
radars,1
passed,1
away,1
suspected,1
waste,1
barbed,1
wire,1
overdue,1
quasistate,1
engineered,1
virus,1
comprehensive,1
wedged,1
underneath,1
circumstances,1
armoured,1
brigade,1
broadcast,1
unrest,1
detention,1
firm,1
corporate,1
auxiliary,1
bishop,1
hardball,1
tactics,1
stimulated,1
monaco,1
backed,1
gagging,1
acquiring,1
sponsorship,1
bloody,1
please,1
reportedly,1
allies,1
degrading,1
candidacy,1
consulting,1
inspired,1
comparisons,1
unnamed,1
source,1
lowpolling,1
approves,1
impeachment,1
lineaen,1
washington,1
recognition,1
wild,1
koh,1
tao,1
assumption,1
virginia,1
álvarez,1
liberal,1
plays,1
doug,1
boles,1
teammate,1
ryan,1
insect,1
maldive,1
officials,1
elderly,1
roll,1
hoop,1
fireball,1
judgement,1
legislative,1
leaders,1
pun,1
referencing,1
fourth,1
principal,1
consultation,1
parliament,1
rajnath,1
singh,1
average,1
polling,1
fox,1
need,1
friendliness,1
alexander,1
hamilton,1
oksana,1
shalygina,1
rainbow,1
attraction,1
prawit,1
wonguwan,1
muslim,1
prisons,1
assaf,1
harofe,1
budget,1
statistics,1
quite,1
strong,1
amazing,1
adaptations,1
agência,1
brasil,1
sindicato,1
squad,1
twitter,1
facebook,1
pages,1
term,1
choe,1
yonggon,1
estonia,1
latvia,1
lithuania,1
romania,1
bulgaria,1
particular,1
territory,1
extradition,1
mohamed,1
ibrahim,1
yonhap,1
material,1
industries,1
passively,1
munching,1
guantanamo,1
explicitly,1
stated,1
jobs,1
baa,1
undermine,1
adaptation,1
roman,1
catholic,1
mass,1
along,1
replace,1
constructing,1
struggling,1
breathe,1
negative,1
crimea,1
annexed,1
actions,1
vicinity,1
branding,1
traffickers,1
announcing,1
roxana,0
baldetti,0
crashes,0
prayut,0
chanocha,0
key,0
accomplishment,0
throttle,0
brake,0
starved,0
suffocated,0
stripped,0
naked,0
contain,0
indicate,0
impede,0
protesting,0
bryce,0
williams,0
indianapolis,0
motor,0
speedway,0
honey,0
bumblebees,0
president,0
barack,0
haveeru,0
hishamuddin,0
hussein,0
came,0
east,0
triggered,0
when,0
digger,0
mentioned,0
renderings,0
lawyers,0
dalial,0
freitak,0
borno,0
aimed,0
meghalaya,0
shanmuganathan,0
percent,0
combating,0
correctness,0
democratic,0
advance,0
deliberate,0
michel,0
temer,0
plated,0
petridishes,0
disciplinary,0
barracks,0
pag,0
biting,0
accusations,0
apollosoyuz,0
project,0
administrator,0
charles,0
bolden,0
job,0
quotas,0
ros,0
disrespected,0
aneroid,1
barometer,1
mercuric,1
chloride,1
membranous,1
structure,1
domino,1
tilings,1
noble,1
sockpuppetrybased,1
block,1
plesetsk,1
cosmodrome,1
artifacts,1
kali,1
yukam,1
ion,1
channels,1
encoding,1
scheme,1
shortlisting,1
phase,1
love,1
strand,1
summer,1
residence,1
carbon,1
sink,1
leather,1
tanning,1
giants,1
preferred,1
gilman,1
reagents,1
spiritual,1
structurally,1
irreparable,1
commentary,1
stellar,1
evolution,1
tropical,1
disease,1
romantic,1
opposite,1
sex,1
story,1
arc,1
lush,1
vadstena,1
abbey,1
montreal,1
canadiens,1
bespoke,1
training,1
dictation,1
essential,1
nutrient,1
tenancy,1
objects,1
havre,1
bounce,1
legendary,1
tentacled,1
sharper,1
keys,1
additional,1
venues,1
commercial,1
powered,1
ferrari,1
practically,1
invisible,1
pictorial,1
controversial,1
path,1
land,1
legislaton,1
pulitzer,1
prize,1
sounding,1
amusement,1
boys,1
orphanage,1
site,1
destroying,1
plundering,1
bosnia,1
herzegovina,1
aemilian,1
proxies,1
garmischpartenkirchen,1
bavaria,1
finals,1
danish,1
english,1
descent,1
alphabet,1
killer,1
cases,1
metalcarbon,1
guzmán,1
ˈalfons,1
ˈmuxa,1
distinct,1
alchemy,1
modern,1
oracle,1
corporation,1
painters,1
longserving,1
olympics,1
minnesota,1
fats,1
actress,1
sudden,1
unexpected,1
boulevard,1
saintmartin,1
narrative,1
nicolas,1
cantata,1
brands,1
hatch,1
mask,1
comedy,1
fossil,1
journal,1
crucial,1
borislav,1
stanković,1
miːˈmaːɾ,1
siˈnan,1
nikon,1
supergp,1
initially,1
proposed,1
italian,1
sagrario,1
qualify,1
councils,1
scripted,1
macaulay,1
culkin,1
hateful,1
minimal,1
edits,1
transcription,1
inner,1
meaning,1
mountainous,1
instar,1
walkoff,0
islanders,0
mozart,0
fiveepisode,0
amber,0
room,0
roof,0
nave,0
indefinitely,0
laws,0
editor,0
boron,0
silicon,0
selenium,0
aluminum,0
monument,0
robert,0
brooking,0
wide,0
senior,0
captain,0
consumers,0
toppaid,0
deuteriumburning,0
debated,0
whether,0
roles,0
career,0
nhl,0
medieval,0
movie,0
santiago,0
cuba,0
change,0
username,0
lacrosse,0
cleveland,0
barons,0
screen,0
actors,0
vine,0
name,0
population,0
dna,0
transcribed,0
molecule,0
tributaries,0
statebacked,1
flaretype,1
rescue,1
abducting,1
maintenance,1
bab,1
altebbaneh,1
reaction,1
points,1
bloodied,1
ruqayya,1
mosque,1
ministers,1
comment,1
publicly,1
voiced,1
airport,1
terrorist,1
organisation,1
plot,1
limited,1
arose,1
soothe,1
plank,1
transferred,0
ambulance,0
took,0
laundry,0
blames,0
lebanese,0
sunnis,0
refinance,0
much,0
prevailing,0
antimicrobial,1
properties,1
stab,1
decision,1
madness,1
failing,1
divert,1
toiled,1
requirement,1
militaristic,1
ended,1
countervailing,0
growing,0
estimated,0
backward,0
division,1
parallel,1
barbs,1
bore,1
filaments,1
absolute,1
scale,1
arts,1
birthday,1
honours,1
documented,1
head,1
groundbased,1
identity,1
self,1
perceptible,1
scorer,0
failed,0
antiregime,1
militias,1
spoilers,1
betteroptimized,1
assess,1
bailing,1
neighbor,1
envisions,1
wideranging,1
package,1
storm,1
titan,1
lawn,1
presumable,1
delivered,1
adviser,1
underwriter,1
delegations,1
bail,1
britainbased,1
stamp,1
bit,1
gunshots,1
convincing,0
pairing,0
midulster,0
merger,0
savings,0
witness,0
informed,0
grave,1
provocation,1
puppet,1
maniacs,1
might,1
forced,1
striker,1
maintain,1
upgrade,1
expand,1
purdue,1
lunar,1
landing,1
globo,1
ethics,1
faminehit,1
networking,1
website,1
detailing,0
ribéry,0
saturn,0
everson,0
fiberglass,0
honeycomb,0
sociologist,0
emergencies,0
scientific,0
instruments,0
washes,0
cerebral,1
sickness,1
record,1
producer,1
evergreen,1
body,1
investigations,1
leo,1
tolstoy,1
small,1
gravitationally,1
achieve,1
maturity,1
surviving,1
mega,1
trichloride,1
grouped,1
prussian,1
rhine,1
gaming,0
tables,0
musician,0
blackpool,0
setback,1
preferential,1
treatment,1
realestate,1
ceremony,1
unsanctioned,1
targeted,1
mobility,1
yield,1
mobile,1
writer,1
assault,1
nautical,1
miles,1
snipers,1
output,1
liberalize,1
dire,1
overlapping,1
looting,1
shops,1
applications,1
weapons,1
partisan,1
exchanges,1
waters,1
auditors,1
hearing,1
antiisrael,1
sentiments,1
machinegun,1
evaded,1
capture,1
dispelling,1
hostile,1
specially,1
arranged,1
shells,1
tense,1
lack,1
remanded,1
external,1
flagship,1
slipped,1
interviewed,1
tribunal,1
forth,1
postabc,1
terrible,1
fell,1
sergeant,1
yields,1
alongside,1
declined,1
steeply,1
desperate,1
deteriorated,1
aiming,1
mortars,1
unleashed,1
ambassadoe,1
cape,1
canaveral,1
excessive,1
casualties,1
attended,1
services,1
gutting,1
partner,1
assad,1
stressed,1
naval,1
gunboat,1
index,1
anew,1
host,1
strongholds,1
spilled,1
dfa,1
total,1
venturebeat,1
deep,1
sdlp,1
vocal,1
undermined,1
described,1
steps,1
rebuild,1
got,1
bombardment,1
watchdog,1
kofi,1
annan,1
subsequently,1
restricts,1
loyalist,1
compiled,1
date,1
finnegans,1
pub,1
private,1
guards,1
warweary,1
nation,1
acquired,1
intensify,1
approached,1
positioned,1
happened,1
tackle,1
clamoring,1
commerce,1
quarter,1
upon,1
arrival,1
manufacturers,1
burned,1
clams,1
rallied,1
increase,1
originally,1
within,1
reach,1
proassad,1
created,1
unsophisticated,1
regained,1
continue,1
preserve,1
upgraded,1
including,1
cocos,1
strict,1
silence,1
clashing,1
kargar,1
noorughli,1
risen,1
symbolism,1
shrink,1
revert,1
infringement,1
standard,1
poor,1
direct,1
discredits,1
daraa,0
idleb,0
panatag,0
overwhelming,0
imminently,0
fix,0
passerby,0
progress,0
important,0
audience,0
minutes,0
focus,0
wars,0
asserted,0
promised,0
brevard,0
county,0
breaking,0
strained,0
william,0
less,0
antrim,0
happening,0
everywhere,0
selling,0
puppets,0
separate,0
spratly,0
rescues,0
hospital,0
deny,0
accusation,0
britishbased,0
position,0
figures,0
antiputin,0
demonstrators,0
midst,0
tear,0
must,0
fear,0
arch,1
rivals,1
decomposing,1
corpses,1
solitary,1
confinement,1
intracranial,1
optical,1
fibers,1
torture,1
hastily,1
rules,1
jawed,1
vertebrates,1
motivation,1
complicated,1
abilities,1
suspects,1
reserved,1
spot,1
corruptly,1
convicts,1
sarthe,1
claiming,1
conflicting,1
runoff,1
modified,1
nonfatal,1
accident,1
threshold,1
violates,1
pedestrian,1
contributions,1
vermelho,1
kuala,1
lumpur,1
strains,1
allegedly,1
slamming,1
prosecutors,1
gripen,1
jets,1
primed,1
medicine,1
serbian,1
passing,1
motorist,1
stable,1
marino,1
filed,1
midohio,1
course,1
emotional,1
pope,1
paul,1
agus,1
supriatna,1
missing,1
protected,1
civilization,1
maidstone,1
magistrates,1
remaining,1
japanese,1
murdering,1
size,1
refugee,1
camp,1
wreckage,1
garbage,1
article,1
entire,1
generation,1
irs,1
percentage,1
immigration,1
falsely,1
dmitry,1
peskov,1
decline,1
plaza,1
equal,1
couples,1
blast,1
cooperation,1
powerful,1
inmates,1
mortal,1
danger,1
jawd,1
boulos,1
houses,1
trend,1
trending,1
underlying,1
abrams,1
tanks,1
quelled,1
wembley,1
pleasure,1
delivering,1
homepage,1
alliantgroup,1
attributed,1
roughly,1
preventing,1
granted,1
clemency,1
stalking,1
stimulation,1
abused,1
boubacar,1
keita,1
organized,1
josh,1
ernest,1
bold,1
different,1
fungal,1
enemies,1
bobby,1
willis,1
obamacare,1
wellconstructed,1
schengen,1
eugene,1
adamantly,1
opposes,1
gps,1
trackers,1
bild,1
twenty,1
laps,1
performance,0
motive,0
dilokrit,0
pattavee,0
stalk,0
old,0
covers,0
lane,0
denied,0
relates,0
vicki,0
gardner,0
racerelated,0
victory,0
spreading,0
eighteenth,0
diego,0
garcia,0
gained,0
almost,0
losing,0
hope,0
developed,0
two,0
how,0
defences,0
sadness,0
exported,0
recycling,0
retaliated,0
conspiring,0
meet,0
structured,0
debates,0
admitting,0
paperwork,0
donald,0
provinces,0
using,0
spectrophotometer,0
tweeted,0
hashtag,0
inflation,0
rotate,0
fort,0
leavenworth,0
kansas,0
trace,0
manning,0
she,0
views,0
formal,0
neil,0
armstrong,0
especially,0
brood,0
inclusion,0
chance,0
trump,0
motorists,0
breeches,1
buffer,1
altimeter,1
range,1
alchemical,1
diverse,1
resins,1
nearinfrared,1
spectrum,1
destination,1
canadian,1
chairman,1
launch,1
pad,1
accidental,1
generations,1
concert,1
alkaline,1
mires,1
chemistry,1
directors,1
porphyrin,1
municipal,1
inventory,1
morbidity,1
mortality,1
saturated,1
soil,1
recognizable,1
feature,1
youthful,1
cheerfulness,1
rosenkavalier,1
monuments,1
tracery,1
bristol,1
maple,1
leafs,1
opportunities,1
dharma,1
pinnacle,1
graffiti,1
value,1
frames,1
instrument,1
colossal,1
overt,1
crossdressing,1
numbers,1
ottoman,1
architect,1
colonial,1
years,1
series,1
epic,1
poem,1
variety,1
declarations,1
innocent,1
academy,1
book,1
illustrations,1
mudéjar,1
rafael,1
correa,1
goths,1
sanguinarium,1
reviewing,1
nicopolis,1
pompeii,1
sundance,1
reallife,1
programme,1
iron,1
administrators,1
conquer,1
tiedup,1
bidder,1
nonjapanese,1
recipients,1
laboratories,1
customer,1
estimates,1
pocari,1
sweat,1
absorption,1
von,1
henselt,1
theatre,1
dionysus,1
crabbe,1
appointed,1
oddest,1
studios,1
pliocene,1
reliable,1
memories,1
tournaments,1
china,1
monumental,1
buildings,1
detection,1
gliding,1
arnold,1
schwarzenegger,1
disruptive,1
nontemplate,1
sequences,1
newlyhatched,1
larva,1
blue,1
edging,1
lands,0
trust,0
god,0
spinoff,0
apartment,0
metals,0
cloister,0
organization,0
preparation,0
extracts,0
hartford,0
provides,0
methane,0
distinguish,0
usually,0
burlington,0
ontario,0
pianist,0
buffy,0
plantations,0
bureaucrat,0
wranglers,0
predated,0
format,0
substitution,0
uracil,0
thymine,0
places,0
letter,1
credence,1
consumer,1
efforts,1
nbc,1
refocussed,1
slid,1
seven,1
held,1
separately,1
authorized,1
jabal,1
mohsen,1
reasons,1
lay,1
spotted,0
sheikh,0
cinco,0
dias,0
negotiate,0
approaching,0
compromise,0
destabilize,0
ourselves,0
blueprint,1
smolensk,1
disaster,1
resin,1
collection,1
truce,1
yesterday,1
afternoon,1
permission,1
highways,1
england,1
depots,1
dissenting,1
cheating,1
anthony,0
paramilitary,0
depicted,1
sympathetically,1
circumvent,1
turīya,1
list,1
infrared,1
former,1
tutor,1
composed,1
paleoanthropology,1
thermodynamic,1
means,1
vandals,1
recognized,1
prototype,1
specimen,0
mainsequence,0
hurdles,1
umbrella,1
duking,1
pave,1
foothold,1
sealed,1
foreclosed,1
stance,1
strapped,1
javarelated,1
lingering,1
worry,1
latest,1
episode,1
homicides,1
met,1
plain,0
farmland,0
early,0
morning,0
port,0
weekend,0
ominous,0
planetary,1
flyby,1
absurd,1
pretext,1
classified,1
foolhardy,1
instinctive,1
inmate,1
rival,1
improve,1
priming,1
cells,1
memorabilia,1
harsh,1
punishment,1
ready,1
pilot,1
organizations,1
sounds,1
calm,1
shocking,1
unacceptable,1
bayern,0
munich,0
mostly,0
blackout,0
reduce,0
vulnerability,0
intends,0
bombing,1
arbitration,1
committee,1
malesian,1
physician,1
midwife,1
super,1
erdélyi,1
tamás,1
suburbs,1
albian,1
cenomanian,1
stages,1
preparing,1
adapting,1
koblenz,1
trier,1
rheinhessenpfalz,1
fuse,0
deuterium,0
araucariaceae,0
conifers,0
nassau,0
